job_id,resume_id,job_title,job_description,resume_text,resume_skills_norm,job_skills_norm,embedding_cosine,embedding_cosine_norm,skill_overlap_count,skill_overlap_ratio,title_overlap_ratio,resume_years_experience,job_years_required,years_gap,experience_match_flag,retrieval_rank,weak_score,observed_matched_score,final_label,source
job_ext_00379,908_56decf,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","backend developer, gaming developer. backend developer with 8.43 years of experience building scalable systems. worked on distributed systems. strong background in sql, graphql, c#, spring, postgresql. delivered high-impact solutions using modern engineering practices. technical skills: sql, graphql, c#, spring, postgresql, terraform. education: bachelor of engineering, information systems. expertise includes: agile methodologies, scrum, managed database structures, machine learning model training.","['sql', 'graphql', 'c#', 'spring', 'postgresql', 'terraform']","['spring', 'java', 'sql']",0.4611051678657532,0.7305525839328766,2,0.6666666666666666,1.0,8.43,6.0,2.4299999999999997,1,1,0.7726836993738457,,2,generated_from_embeddings
job_ext_00379,505_e1e645,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, fintech developer. frontend developer with 4.09 years of experience building scalable systems. worked on real-time analytics. strong background in graphql, java, sql, redis, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: graphql, java, sql, redis, kubernetes, numpy, gcp, aws. education: b.s. information technology, software engineering. expertise includes: managed database structures, continuous integration deployment (ci/cd), front-end and back-end integration.","['graphql', 'java', 'sql', 'redis', 'kubernetes', 'numpy', 'gcp', 'aws']","['spring', 'java', 'sql']",0.4393005073070526,0.7196502536535263,2,0.6666666666666666,0.5,4.09,6.0,-1.9100000000000001,0,2,0.600565867567504,,1,generated_from_embeddings
job_ext_00379,1718_68894c,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","backend developer, healthtech developer. backend developer with 5.09 years of experience building scalable systems. worked on secure platforms. strong background in java, spring, aws, sql, pytorch. delivered high-impact solutions using modern engineering practices. technical skills: java, spring, aws, sql, pytorch, azure, ci/cd, react. education: bachelor of engineering, information systems. expertise includes: managed database structures, machine learning model training, developed algorithm optimization.","['java', 'spring', 'aws', 'sql', 'pytorch', 'azure', 'ci/cd', 'react']","['spring', 'java', 'sql']",0.4373488128185272,0.7186744064092636,3,1.0,1.0,5.09,6.0,-0.9100000000000001,0,3,0.7482260920935208,,1,generated_from_embeddings
job_ext_00379,2033_4b2356,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, cloud platforms developer. frontend developer with 7.9 years of experience building scalable systems. worked on distributed systems. strong background in microservices, kubernetes, graphql, java, kafka. delivered high-impact solutions using modern engineering practices. technical skills: microservices, kubernetes, graphql, java, kafka, git, kotlin. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, managed database structures, continuous integration deployment (ci/cd).","['microservices', 'kubernetes', 'graphql', 'java', 'kafka', 'git', 'kotlin']","['spring', 'java', 'sql']",0.435417115688324,0.717708557844162,1,0.3333333333333333,0.5,7.9,6.0,1.9000000000000004,1,4,0.6181135381813403,,1,generated_from_embeddings
job_ext_00379,133_ec82a7,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, fintech developer. frontend developer with 11.44 years of experience building scalable systems. worked on distributed systems. strong background in postgresql, java, flask, git, aws. delivered high-impact solutions using modern engineering practices. technical skills: postgresql, java, flask, git, aws, gcp, c++, kotlin, linux, vue. education: master of science, artificial intelligence and data science. expertise includes: system architecture design, continuous integration deployment (ci/cd), managed database structures.","['postgresql', 'java', 'flask', 'git', 'aws', 'gcp', 'c++', 'kotlin', 'linux', 'vue']","['spring', 'java', 'sql']",0.43500322103500366,0.7175016105175018,1,0.3333333333333333,0.5,11.44,6.0,5.4399999999999995,1,5,0.6180100645180102,,1,generated_from_embeddings
job_ext_00379,2850_bf5888,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","backend developer, fintech developer. backend developer with 5.74 years of experience building scalable systems. worked on real-time analytics. strong background in kotlin, kafka, sql, spring, graphql. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, kafka, sql, spring, graphql, go, java, angular, c++, gcp. education: m.sc computer science & engineering, big data analytics. expertise includes: restful api development, microservices, data pipeline orchestration, continuous integration deployment (ci/cd).","['kotlin', 'kafka', 'sql', 'spring', 'graphql', 'go', 'java', 'angular', 'c++', 'gcp']","['spring', 'java', 'sql']",0.43124476075172424,0.7156223803758621,3,1.0,1.0,5.74,6.0,-0.2599999999999998,0,6,0.74670007907682,,1,generated_from_embeddings
job_ext_00379,2983_f7395b,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, fintech developer. frontend developer with 11.56 years of experience building scalable systems. worked on distributed systems. strong background in rust, django, java, sql, redis. delivered high-impact solutions using modern engineering practices. technical skills: rust, django, java, sql, redis, flask, kafka. education: bachelor of science in computer science, department of mathematics. expertise includes: front-end and back-end integration, developed algorithm optimization, system architecture design.","['rust', 'django', 'java', 'sql', 'redis', 'flask', 'kafka']","['spring', 'java', 'sql']",0.42969053983688354,0.7148452699184418,2,0.6666666666666666,0.5,11.56,6.0,5.5600000000000005,1,7,0.7092744868110729,,1,generated_from_embeddings
job_ext_00379,236_43764a,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","backend developer, fintech developer. backend developer with 4.47 years of experience building scalable systems. worked on real-time analytics. strong background in rest apis, aws, kotlin, spring, typescript. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, aws, kotlin, spring, typescript, docker, sql, pandas, tensorflow, microservices, pytorch. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, agile methodologies, scrum, managed database structures.","['rest apis', 'aws', 'kotlin', 'spring', 'typescript', 'docker', 'sql', 'pandas', 'tensorflow', 'microservices', 'pytorch']","['spring', 'java', 'sql']",0.4296289086341858,0.7148144543170929,2,0.6666666666666666,1.0,4.47,6.0,-1.5300000000000002,0,8,0.6537035234548428,,1,generated_from_embeddings
job_ext_00379,2834_443945,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, gaming developer. frontend developer with 1.95 years of experience building scalable systems. worked on real-time analytics. strong background in spring, graphql, azure, rest apis, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: spring, graphql, azure, rest apis, kubernetes, mongodb, postgresql, swift, django, vue, python, javascript. education: bachelor of science in computer science, department of mathematics. expertise includes: continuous integration deployment (ci/cd), restful api development, microservices, machine learning model training.","['spring', 'graphql', 'azure', 'rest apis', 'kubernetes', 'mongodb', 'postgresql', 'swift', 'django', 'vue', 'python', 'javascript']","['spring', 'java', 'sql']",0.42901408672332764,0.7145070433616638,1,0.3333333333333333,0.5,1.95,6.0,-4.05,0,9,0.50540166982898,,1,generated_from_embeddings
job_ext_00379,1782_9aca83,Backend Developer,"Note: Need only local candidates and Notice Period should be within 30 Days
Years of Experience: 3-6 Years
JOB DESCRIPTION
Java/J2EE, Spring, Hibernate, SQL, Multithreading, Design Patterns
00-6.00 Years","frontend developer, e-commerce developer. frontend developer with 3.94 years of experience building scalable systems. worked on cloud-native apps. strong background in go, sql, pytorch, node.js, java. delivered high-impact solutions using modern engineering practices. technical skills: go, sql, pytorch, node.js, java, pandas, docker, rest apis. education: m.sc computer science & engineering, big data analytics. expertise includes: data pipeline orchestration, restful api development, microservices, managed database structures.","['go', 'sql', 'pytorch', 'node.js', 'java', 'pandas', 'docker', 'rest apis']","['spring', 'java', 'sql']",0.4256322383880615,0.7128161191940308,2,0.6666666666666666,0.5,3.94,6.0,-2.06,0,10,0.5971488003377562,,1,generated_from_embeddings
